Word	Definition
reach	v. 到达；伸手（脚）够到
read	v. 读；朗读
ready	adj. 准备好的
real	adj. 真实的；确实的
realize	v. 认识到；实现
really	adv. 实际上；事实上；真正地
reason	n. 理由；原因
receive	v. 收到；得到
recent	adj. 近来的；最近的
recently	adv. 最近；新近
recommend	v. 推荐；介绍；劝告
record	n. 记录；唱片
recover	n. 还原至预备姿势；v. 恢复；弥补；重新获得
recycle	v. 回收利用
red	n. 红色；adj. 红色的
reduce	v. 减少；缩小；归纳为
reflect	v. 反映；反射；照出
refuse	v. 拒绝；不愿
regard	v. 把......看作
regret	n./v. 可惜；遗憾；痛惜；哀悼
regular	n. 常客；正式队员；中坚分子；adj. 定期的；有规律的；合格的；adv. 定期地；经常地
relationship	n. 关系
relative	n. 亲戚；相关物；关系词；adj. 相对的；有关系的；成比例的
relax	v.（使）放松；轻松
remain	v. 余下；留下；v. 保持；仍是
remember	v. 记得；想起
remind	v. 提醒；使想起
repair	n./v. 修理；修补
repeat	v. 重说；重做
reply	n. 回答；答复
report	n./v. 报道；报告
reporter	n. 记者
represent	v. 代表；表现；描绘
request	n. 请求；需要；v. 要求；请求
require	v. 需要；要求；命令
research	n. 研究；调查
resource	n. 资源
respect	n. 尊敬；尊重；方面；v. 尊敬；尊重；遵守
rest	n. 休息；剩余的部分；其余的人（物）；v. 休息；歇息
restaurant	n. 饭馆； 饭店
result	n. 结果；效果
return	v. 归还
review	v. 重新调查；回顾；复习；n. 复查；复习；评论
rhyme	n. 韵律；韵脚；韵文；v. 使押韵；用韵诗表达；把...写作诗
rice	n. 稻米；米饭
rich	adj. 富裕的；有钱的
riddle	n. 谜（语）
ride	v. 骑（马、自行车）；乘车；n. 乘车旅行
right	n. 权利；adj. 对；正确的；adv. 正确地；恰恰；完全地；adj. 右；右边的
right away	phr. 立刻；马上
ring	v.（钟、铃等）响；打电话；n. 铃声；n. 环形物（如环、圈、戒指等）
rise	v. 上升；上涨
risk	n. 风险；危险；冒险；v. 冒...的危险
river	n. 江；河；水道；巨流
road	n. 路；道路
robot	n. 机器人
rock	n. 岩石；大石头；v. 摇；摇晃
rocket	n. 火箭；v. 用火箭运载；飞驰；飞快地移动
role	n. 角色；任务
roll	n. 卷；卷形物；名单；v. 卷；滚动；转动
room	n. 房间；室；空间；地方
rope	n. 绳；绳索；v. 捆；绑；拧成绳状
rose	n. 玫瑰
round	adv. 转过来；prep. 环绕一周；围着；adj. 圆的；球形的
row	n.（一）排；（一）行；v. 划船
rubber	n. 橡胶；合成橡胶
rubbish	n. 垃圾；废物
rude	adj. 无理的； 粗鲁的
rule	n. 规则；规定；v. 统治；支配
ruler	n. 统治者；直尺
run	v. 跑；奔跑；（颜色）褪色
run away	phr. 逃跑
rush	v. 冲；奔跑
sad	adj.（使人）悲伤的
safe	adj. 安全的；n. 保险柜
safety	n. 安全；保险
sail	n. 航行；v. 航行；开航
salad	n. 色拉
sale	n. 卖；出售
salt	n. 盐
same	n. 同样的事；adj. 同样的；同一
sand	n. 沙；沙子
sandwich	n. 三明治（夹心面包片）
satellite	n. 卫星
satisfaction	n. 满意
satisfy	v. 满足；使满意
save	v. 救；挽救；节省
say	v. 说；讲
saying	n. 话；谚语；言论；v. 说
scare	n. 恐慌；惊吓；惊恐；v. 惊吓；把...吓跑；受惊；adj. （美）骇人的
scarf	n. 围巾；嵌接；嵌接处；v. 披嵌接；用围巾围
scene	n. 场面；情景；景象
school	n. 学校
schoolbag	n. 书包
science	n. 科学；自然科学
scientific	adj. 科学的
scientist	n. 科学家
scissors	n. 剪刀；剪子
score	n./v. 得分；分数；二十
scream	n. 尖叫声；尖锐刺耳的声音；极其滑稽可笑的人；v. 尖叫；呼啸；发出尖锐刺耳的声音
screen	n. 幕；荧光屏
sea	n. 海；海洋
search	n./v. 搜寻；搜查
season	n. 季；季节
seat	n. 座位；座
second	n. 秒；num. 第二；adj. 第二的
secret	n. 秘密；内情
secretary	n. 秘书；书记
see	v. 看见；看到；领会；拜会
seed	n. 种子；根据；精液；v. 播种；结实；成熟
seem	v. 似乎；好像
seldom	adv. 很少；不常
sell	v. 卖；售
send	v. 打发；派遣；送；邮寄
senior	n. 上司；较年长者；毕业班学生；adj. 高级的；年长的；地位较高的
sense	n. 感觉；功能；观念；v. 感觉到；检测
sentence	n. 句子
separate	v. 使分开；使分离；adj. 单独的；分开的
serious	adj. 严肃的；严重的；认真的
servant	n. 仆人；佣人
serve	v. 招待（顾客等）；服务
service	n. 服务；服侍；服役；adj. 服务性的；耐用的；服现役的；v. 维修；检修；保养
set	v. 释放；安置；n. 装备；设备
set up	phr. 建立；设立
seven	num. 七
seventeen	num. 十七
seventh	num. 第七
seventy	num. 七十
several	pron. 几个；数个；adj. 若干
shade	n. 树荫；阴影；阴凉处；v. 使阴暗；使渐变；为...遮阳
shake	n. 摇动；哆嗦；v. 动摇；摇动；震动
shall	modal v. 将；应该
shame	n. 羞耻；羞愧；憾事；v. 使丢脸；使羞愧
shape	n. 形状；外形；v. 使成型；制造；塑造
share	v. 分享；共同使用
shark	n. 鲨鱼；骗子；v. 敲诈；诈骗
sharp	adj. 锋利的；尖的
she	pron. 她
sheep	n.（绵）羊；羊皮；驯服者
shine	v. 发光；照耀；n. 光泽；光彩
ship	n. 船；轮船；v. 用船装运
shirt	n. 男衬衫
shoe	n. 鞋
shoot	v. 射击；射中；发射
shop	v. 买东西；n. 商店；车间
shopkeeper	n. 店主；老板
shopping	n. 买东西
short	adj. 短的；矮的
shorts	n. 短裤
should	modal v. 应该；应当
shoulder	n. 肩；肩膀；肩部；v. 用肩推挤；用肩顶；肩负
shout	n./v. 喊；高声呼喊
show	v. 给......看；出示；显示；n. 展示；演出
show up	phr. 出现；露面
shower	n. 阵雨；淋浴
shut	v./n. 关上；封闭；禁闭
shy	adj. 害羞的
sick	adj. 有病；患病的；（想）呕吐
side	n. 边；旁边；面；侧面
sight	n. 视力；景象；眼界；adj. 见票即付的；即席的；v. 看见；瞄准；观看
sightseeing	n. 观光；游览；v. 观光；游览；adj. 观光的；游览的
sign	n. 符号；标记
silence	n. 安静；沉默
silent	adj. 无声的；无对话的
silk	n.（蚕）丝；丝织品
silly	adj. 傻的；愚蠢的
silver	n. 银；银器；银币；adj. 银的；含银的；有银色光泽的；v. 镀银；使有银色光泽；变成银色
similar	n. 类似物；adj. 相似的
simple	adj. 简单的；简易的
simply	adv. 简单地；仅仅；简直
since	adv. 从那时以来；conj. 从......以来；......以后；由于；prep. 从......以来
sing	v. 唱；唱歌
single	adj. 单一的；单个的
sir	n. 先生；阁下
sister	n. 姐；妹
sit	v. 坐
situation	n. 形势；情况
six	num. 六
sixteen	num. 十六
sixth	num. 第六
sixty	num. 六十
size	n. 尺寸；大小
skate	v. 溜冰；滑冰
ski	n./v. 滑雪板；滑雪
skill	n. 技能；技巧；本领
skin	n. 皮肤；外皮；v. 剥皮；愈合；长皮
skirt	n. 女裙
sky	n. 天；天空
sleep	v. 睡觉
sleepy	adj. 欲睡的；困乏的；不活跃的
slow	adv. 慢慢地；缓慢地
small	adj. 小的；少的
smart	adj. 聪明的；巧妙的；敏捷的
smartphone	n. 智能手机
smell	v. 嗅；闻到；发气味；n. 气味
smile	n./v. 微笑
smoke	n. 烟；v. 冒烟；吸烟
smooth	n. 平滑部分；一块平地；adj. 顺利的；光滑的；平稳的；v. 使光滑；消除（障碍等）；使优雅
snake	n. 蛇；v. 蛇般爬行；蜿蜒行进
snow	n. 雪；v.下雪
snowy	adj. 下雪的；多雪的；被雪覆盖的
so	adv. 如此；这么；非常；同样；conj. 因此；所以
so far	phr. 到目前为止
so that	phr. 以便；因此
soccer	n. 英式足球；足球
social	n. 联谊会；联欢会；adj. 社会的；社交的；群居的
society	n. 社会
sock	n. 短袜
sofa	n.（长）沙发
soft	adj. 软的；柔和的
software	n. 软件
soil	n. 土壤；土地
solar	n. 日光浴室；adj. 太阳的；日光的；利用太阳光的
soldier	n. 士兵；战士
solve	v. 解决；解答；溶解
some	adj. 一些；若干；有些；某一；pron. 若干；一些
somebody	pron. 某人；有人；有名气的人
someone	pron. 某一个人
something	pron. 某事；某物
sometimes	adv. 有时
somewhere	adv. 在某处
son	n. 儿子
song	n. 歌唱；歌曲
soon	adv. 不久；很快；一会儿
sorry	adj. 对不起；抱歉；难过的
sort	n. 种类；方式；品质；v. 将...分类；将...排序；挑选出某物
sound	v. 听起来；发出声音；n. 声音
soup	n. 汤
sour	adj. 酸的；馊的
south	adj. 南（方）的；adv. 在南方；向南方；n. 南；南方；南部
southeast	n. 东南
southern	adj. 南部的；南方的
southwest	n. 西南
space	n. 空间
spaceship	n. 宇宙飞船
spare	n. 剩余；备用零件；v. 节约；吝惜；饶恕；adj. 多余的；瘦的；少量的
speak	v. 说；讲；谈话；发言
speaker	n. 演讲者；扬声器；说话者
special	adj. 特别的；专门的
speech	n. 演讲
speed	n. 速度；v.（使）加速
spell	v. 拼写
spelling	n. 拼写；拼字；拼法；v. 拼写；意味着；迷住
spend	n. 预算；v. 度过；消磨（时光）；花费
spin	n. 旋转；疾驰；v. 旋转；纺纱；吐丝
spirit	n. 精神
spoon	n. 匙； 调羹
sport	n. 体育运动；锻炼；（复；英）运动会
spread	n. 传播；伸展；adj. 伸展的；v. 传播；散布；展开
spring	n. 春天；春季；n. 泉水；泉
square	n. 广场；adj. 平方的；方形的；宽而结实的（体格；肩膀）
squirrel	n. 松鼠；松鼠毛皮；v. 贮藏
stage	n. 阶段；舞台；戏剧；v. 举行；上演；筹划
stair	n. 楼梯；阶梯；梯级
stamp	n. 邮票
stand	v. 站立；忍受；n. 立场；摊位
standard	n. 标准；水准；旗；adj. 标准的；合规格的；公认为优秀的
star	n. 星；恒星
stare	n. 凝视；注视；v. 凝视；盯着看；显眼
start	v. 开始；着手；出发
state	n. 状态；情形；国家；（美国的）州
station	n. 站；所；车站；电台
stay	n./v. 停留；逗留；呆
steal	v. 偷； 窃取
steam	n. 蒸汽；精力；adj. 蒸汽的；v. 蒸；散发；用蒸汽处理
steel	n. 钢铁；钢制品；坚固；adj. 钢制的；钢铁业的；坚强的；v. 钢化；使冷酷
step	n. 脚步；台阶；梯级；v. 走；跨步
stick	v. 粘住；钉住；坚持；n. 木棒（棍）；枝条
still	adj. 不动的；平静的；adv. 仍然；还
stomach	n. 胃；胃部
stomachache	n. 胃疼
stone	n. 石头；石料
stop	n. 停；（停车）站；v. 停；停止；阻止
store	n. 商店；v. 储藏；存储
storm	n. 风暴；暴（风）雨
story	n. 故事；小说
straight	adj. 一直的；直的；adv. 一直地；直地
strange	adj. 奇怪；奇特的；陌生的
stranger	n. 陌生人；外地人；局外人
strawberry	n. 草莓；草莓色
stream	n. 溪流；流动；潮流；v. 流出；涌出；使飘动
street	n. 街；街道
strength	n. 力量；力气；兵力
stress	n. 压力；强调；紧张；v. 强调；使紧张；加压力于
strict	adj. 严格的；严密的
strong	adj. 强（壮）的；坚固的；强烈的；坚强的
student	n. 学生
studio	n. 工作室；演播室；画室
study	v. 学习；研究；n. 书房
stupid	adj. 愚蠢的；笨的
style	n. 风格；时尚；类型；v. 设计；称呼；使合潮流
subject	n. 题目；主题；学科；主语；主体
succeed	v. 成功
success	n. 成功
successful	adj. 成功的；有成就的
such	adv. 那么；pron.（泛指）人；事物；adj. 这样的；那样的
such as	phr. 例如；像
sudden	adj. 突然的
suddenly	adv. 突然地；忽然
suffer	v. 遭受；忍受；受痛苦
sugar	n. 糖
suggest	v. 建议；提议
suggestion	n. 建议
suit	v. 适合；n. 一套（衣服）
suitable	adj. 适当的；相配的
summer	n. 夏天；夏季
sun	n. 太阳；阳光
sunlight	n. 日光；阳光
sunny	adj. 晴朗的；阳光充足的
sunshine	n. 阳光
super	adj. 顶好的；超级的
supermarket	n. 超级市场
supper	n. 晚餐；晚饭
support	n. 支持；维持；支援；v. 支持；支撑；支援
suppose	v. 猜想；假定；料想
sure	adj. 确信；肯定；adv. （口语）的确；一定；当然
surface	n. 表面；表层；外观；adj. 表面的；肤浅的；v. 使浮出水面；使成平面；浮出水面
surprise	v. 使惊奇；使诧异；n. 惊奇；诧异
survey	n. 调查；测量；审视；v. 调查；勘测；俯瞰
survive	v. 幸存；活下来；生还
sweater	n. 厚运动衫；毛衣
sweep	v. 扫除；扫
sweet	n. 甜食；蜜饯；甜点；糖果；芳香；adj. 甜的；可爱的；亲切的
swim	v. 游泳；游；n. 游泳；游
swimming	n. 游泳
swing	v. 挥舞；摆动；n. 秋千
symbol	n. 象征；符号；标志
system	n. 制度；体制；系统
t-shirt	n. T恤衫
table	n. 桌子；表格
tail	n. （动物的）尾巴
tailor	n. 裁缝
take	v. 拿；拿走；做；服用；乘坐；花费
take after	phr. 与......相像
take away	phr. 拿走；带走
take care of	phr. 照顾；处理
take part in	phr. 参加
take place	phr. 发生；举行
take pride in	phr. 为......感到自豪
take turns	phr. 轮流
tale	n. 故事； 传说
talent	n. 才能；天才；天资
talk	n./v. 谈话；讲话；演讲；交谈
talk about	phr. 谈论
talk with	phr. 与......交谈
tall	adj. 高的
tape	n. 磁带；录音带
task	n. 任务； 工作
taste	n. 品尝； 尝味；味道；v. 品尝； 尝味
taxi	n. 出租汽车
tea	n. 茶；茶叶
teach	v. 教书；教
teacher	n. 教师；教员
team	n. 队；组
technology	n. 技术；科技
teenager	n.（13~19岁的）青少年；十几岁的少年
telephone	v. 打电话；n. 电话
television	n. 电视
tell	v. 告诉；讲述；吩咐
temperature	n. 温度
temple	n. 庙宇；寺院；神殿
ten	num. 十
tennis	n. 网球（运动）
tent	n. 帐篷
tenth	num. 第十；十分之一；adj. 十分之一的；第十个的
term	n. 学期；术语；条款；项
terrible	adj. 可怕的；糟糕的
test	v./n. 测试； 考查；试验
text	n. 文本；课文
textbook	n. 课本；教科书
than	conj. 比
thank	v. 感谢；致谢；道谢；n.（复）感谢；谢意
thankful	adj. 感谢的；感激的
thanks to	phr. 多亏；由于
that	adj./pron.那；那个；conj. 那；那个；adv. 那么；那样
the	art. 这（那）个；这（那）些
theater	n. 剧场；戏院
their	pron. 他（她；它）们的
theirs	pron. 他（她；它）们的
them	pron. 他/她/它们（宾格）
themselves	pron. 他/她/它们自己
then	adv. 当时；那时；然后；那么
there	interj. 那!你瞧!；n. 那里；那儿；adv. 在那里；往那里
these	adj./pron. 这些
they	pron. 他（她）们；它们
thick	adj. 厚的
thin	adj. 薄的；瘦的；稀的
thing	n. 东西；（复）物品；用品；事情；事件
think	v. 想；认为；考虑
think about	phr. 考虑；思考
think of	phr. 想起；认为
third	num. 第三
thirsty	adj. 渴
thirteen	num. 十三
thirty	num. 三十
this	adj./pron.这；这个
those	adj./pron. 那些
though	conj. 虽然；可是
thought	n. 思想；想法；思考
thousand	num. 千
thousands of	phr. 数千；成千上万
three	num. 三
throat	n. 喉咙；嗓子；嗓音；v. 开沟于；用喉音说
through	prep. 穿（通）过；从始至终；adv. 穿（通）过；自始至终；全部
throw	v. 投；掷；扔
thunder	n. 雷；轰隆声；恐吓；v. 轰隆地发出；大声喊出；打雷
tick	v. 作记号；n. 记号；符号；滴答声
ticket	n. 票；卷
tidy	adj. 整洁的；干净的；v. 弄整洁；弄干净
tie	v.（用绳；线）系；拴；扎；n. 领带；绳子；结；关系
tiger	n. 老虎
till	conj./prep. 直到；直到......为止
time	n. 时间；时期；钟点；次；回；v. 测定......的时间；记录......的时间
tiny	adj. 微小的；很少的
tired	adj. 疲劳的；累的
title	n. 冠军；标题；头衔；adj. 冠军的；标题的；头衔的；v. 加标题于；赋予头衔；把...称为
to	prep. 给；对；向；到
today	adv./n. 今天；现在；当前
together	adv. 一起；共同
toilet	n. 厕所
tomato	n. 西红柿；番茄
tomorrow	adv./n. 明天
ton	n.（重量单位）吨
tonight	adv./n. 今晚；今夜
too	adv. 也；还；又；太；非常
tool	n. 工具；器具
tooth	n. 牙齿
toothache	n. 牙痛
top	n. 顶部；（物体的）上面
topic	n. 主题；题目；一般规则
total	adj. 总数的；完全的；n./v. 合计；总计
touch	v. 触摸；接触
tour	n. 参观； 观光； 旅行
tourist	n. 游客；观光者
toward	prep. 向；朝；对于
towards	prep. 朝；向；对于
towel	n. 毛巾
tower	n. 塔
town	n. 城镇；城
toy	n. 玩具； 玩物
trade	n. 商业；贸易；v. 交易
tradition	n. 传统；风俗
traditional	adj. 传统的；风俗的；惯例的
traffic	n. 交通；来往车辆
train	n. 火车；v. 培训；训练
training	n. 培训
translate	v. 翻译
transport	n. 运输；运输机；狂喜；v. 运输；流放；使狂喜
travel	n./v. 旅行
treasure	n. 财富；财产；财宝；v. 珍爱；珍藏
treat	v. 对待；看待
treatment	n. 治疗；疗法；处理
tree	n. 树
trick	n. 诡计；恶作剧；窍门；adj. 特技的；欺诈的；有决窍的；v. 欺骗；哄骗；装饰
trip	n. 旅行；旅程
trouble	v. 使苦恼；使忧虑；使麻烦；n. 问题；疾病；烦恼；麻烦
trousers	n. 裤子；长裤
truck	n. 卡车； 运货车；车皮
true	adj. 真的；真实的；忠诚的
truly	adv. 真实地；不假；真诚地
trust	n. 信任；信赖；责任；v. 信任；信赖；盼望
truth	n. 真理；事实；真相；实际
try	v. 试；试图；努力
try one's best	phr. 尽某人最大努力
turkey	n. 火鸡
turn	v. 旋转；翻转；转变；转弯；n. 轮流；顺序
turn down	phr. 调低；拒绝
turn off	phr. 关闭
turn on	phr. 打开
turn up	phr. 调高；出现
turning	n. 拐弯处；拐角处
twelfth	num. 第十二
twelve	num. 十二
twentieth	num. 第二十
twenty	num. 二十
twice	adv. 两次；两倍
twin	n. 双胞胎之一
two	num. 二
type	v. 打字；n. 种类；类型
typical	adj. 典型的；有代表性的
ugly	adj. 丑陋的；邪恶的；令人厌恶的
umbrella	n. 雨伞
unbelievable	adj. 难以置信的；不可信的
uncle	n. 叔；伯；舅；姑夫；姨父
under	adv./prep. 在......下面；向......下面
underground	adj. 地下的；n. 地铁
understand	v. 懂得；明白；理解
understanding	n. 领会；理解
unfair	adj. 不公平的；不公正的
uniform	n. 制服；adj. 统一的；一致的；相同的；v. 使穿制服；使成一样
unit	n. 单元；单位
universe	n. 宇宙
university	n. 大学
unless	conj. 如果不；除非
unlike	prep. 不像；和......不同
until	prep./conj. 直到......为止
unusual	adj. 不平常的；异常的
up	adv. 向上；在上方；prep. 向（高处）；向（在）......上（面）游
upon	prep. 在......上面
upset	n. 混乱；翻倒；颠覆；adj. 心烦的；混乱的；弄翻的；v. 使心烦；颠覆；扰乱
use	v. 使用；利用；n. 用法；用途
used	adj. 用过的；旧的；二手的
used to	phr. 过去常常
useful	adj. 有用的；有益的
useless	adj. 无用的
usual	adj. 通常的；平常的
usually	adv. 通常；经常
vacation	n. 假期；（房屋）搬出；v. 休假；度假
valuable	n. 贵重物品；adj. 有价值的；贵重的；可估价的
value	n. 值；价值；价格；v. 评价；重视；估价
variety	n. 多样；种类；杂耍
vegetable	n. 蔬菜
very	adv. 很；非常
victory	n. 胜利；成功；克服
video	n. 录像；视频
view	n. 观察；视野；意见；v. 观察；考虑；查看
village	n. 村庄；乡村
villager	n. 村民
violin	n. 小提琴
violinist	n. 小提琴演奏者；小提琴家
virus	n. 病毒；恶毒；毒害
visit	n./v. 参观；访问；拜访
visitor	n. 访问者；参观者
voice	n. 说话声； 语态
volleyball	n. 排球
volunteer	n. 志愿者；v. 自愿做
voyage	n. 航行；航程；旅行记；v. 飞过；渡过；航行
wait	v. 等；等候
wait for	phr. 等待
waiter	n. 服务员；侍者
waitress	n. 女服务员；女侍者；v. 做女服务生
wake	v. 醒来；叫醒
wake up	phr. 醒来；叫醒
walk	n./v. 步行；散步
wall	n. 墙壁；围墙；似墙之物；adj. 墙壁的；v. 用墙围住；围以墙
wallet	n. （放钱；证件等的）皮夹
want	v. 想；想要；需要；必要
war	n. 战争
warm	adj. 暖和的；温暖的；热情的
warmth	n. 温暖；热情；激动
warn	v. 警告；提醒；通知
wash	n. 洗涤；洗的衣服；化妆水；v. 洗涤；洗刷；冲走
washroom	n. 盥洗室
waste	n./v. 浪费
watch	v. 观看；注视；当心；注意；n. 手表；表
water	n. 水v. 浇水
watermelon	n. 西瓜
wave	n.（热、光、声等的）波；波浪；v. 挥手；挥动；波动
way	n. 路；路线；方式；手段
we	pron. 我们
weak	adj. 差的；弱的；淡的
wealth	n. 财富；大量；富有
wealthy	n. 富人；adj. 富有的；充分的；丰裕的
wear	v. 穿；戴
weather	n. 天气
website	n. 网站
wedding	n. 婚礼；婚宴；结婚；v. 与...结婚
week	n. 星期；周
weekday	n. 平日；工作日
weekend	n. 周末
weekly	n. 周刊；adj. 每周的；周刊的；一周一次的；adv. 每周一次；逐周
weigh	v. 称......的重量；重（若干）
weight	n. 重；重量
welcome	interj.n./v. 欢迎；adj. 受欢迎的
well	adv. 好；adj. 健康的；interj. 好吧；n. 井
west	adj. （在）西；向西；从西来的；adv. 在西方；向西方；n. 西部；西方
western	adj. 西方的；西部的
wet	adj. 湿的；潮的；多雨的
what	pron. 什么；怎么样；adj. 多么；何等；什么
what about	phr. ......怎么样
whatever	conj./pron. 无论什么；不管什么
wheat	n. 小麦
wheel	n. 轮；机轮
when	conj. 当......的时候；adv. 什么时候；何时
whenever	conj. 每当；无论何时
where	adv. 在哪里；往哪里
whether	conj. 是否
which	pron. 哪一个；哪些
while	conj. 在......的时候；和......同时；n. 一会儿；一段时间
whisper	n. 私语；谣传；飒飒的声音；v. 耳语；密谈；飒飒地响
white	adj. 白色的；n. 白色
who	pron. 谁
whole	adj. 整个的
whom	pron. （who的宾格 ）
whose	pron. 谁的
why	adv./interj. 为什么； 你难道不知道（表示反驳、不耐烦等）
wide	adj. 宽阔的
wife	n. 妻子
wild	n. 荒野；adj. 野生的；野蛮的；狂热的；adv. 疯狂地；胡乱地
will	modal v. 将；会；愿意；n. 意志
willing	adj. 乐意的；自愿的；心甘情愿的；v. 决心；用意志力驱使；将（财产等）遗赠某人
win	n. 获胜；赢得
wind	v. 缠；连带；蜿蜒；弯曲；n. 风
window	n. 窗户；计算机的窗
windy	adj. 有风的；多风的
wine	n. 酒
wing	n. 翼；翅膀；飞翔；v. 使飞；飞过；空运
winner	n. 获胜者
winter	n. 冬天；冬季
wise	adj. 明智的；聪明的；博学的；v. 使知道；教导；了解
wish	n. 愿望；祝愿；v. 希望；想要；祝愿
with	prep.关于；带有；以；和；用；有
without	prep. 没有
wolf	n. 狼
woman	n. 妇女；女人
wonder	v. 对......疑惑；感到惊奇；想知道；n. 惊讶；惊叹；奇迹
wonderful	adj. 美妙的；精彩的；了不起的；太好了
wood	n.木头；木材；（复）树木；森林
wooden	adj. 木制的；僵硬的；呆板的
wool	n. 羊毛；羊绒
word	n. 词；单词；话
work	n. 工作；劳动；事情；v. 工作；（机器、器官等）运转；活动
work out	phr. 算出；解决；锻炼
worker	n. 工人；工作者
world	n. 世界
worm	n. 软体虫；蠕虫（尤指蚯蚓）
worry	n./v. 烦恼；担忧；发怒；困扰
worse	adj. 更坏的；更差的
worst	adj. 最坏的；最差的
worth	adj. 有......的价值；值得......的
would	modal v. 将会；愿意；常用于礼貌请求
would like	phr. 想要
would rather	phr. 宁愿
wound	n. 伤口；创伤；v. 使受伤
write	v. 写；书写；写作
write down	phr. 写下；记下
writer	n. 作家；作者
wrong	adj. 错误；不正常；有毛病的
yard	n. 码；院子；场地
year	n. 年
yellow	adj. 黄色的
yes	adv. 是；好；同意
yesterday	n./adv. 昨天
yet	adv. 尚；还；仍然
you	pron. 你；你们
young	adj. 年轻的
your	pron. 你的；你们的
yours	pron. 你的；你们的
yourself	pron. 你自己
zebra	n. 斑马；adj. 有斑纹的
zero	n./num. 零；零度；零点
zoo	n. 动物园
